Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefoxitin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin/sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin/tazobactam,tetracycline,gentamicin,imipenem,meropenem,amikacin,cefepime,trimethoprim/sulfamethoxazole,ampicillin,amoxicillin/clavulanic acid,ertapenem,chloramphenicol,polymyxin B,cefotaxime,tigecycline,fosfomycin,cephalexin,norfloxacin,ticarcillin/clavulanic acid,trimethoprim,colistin
573.13747,EKP,>8,>64,16,>16,>2,>16,8,>16/8,>32,>4,<=2,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14354,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14434,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,<=1,4,>32,16,>2/38,>16,,,,,,,,,,,,
573.14531,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,32,8,>2/38,>16,,,,,,,,,,,,
573.13793,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14298,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13136,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13708,EKP,>8,64,<=4,>16,>2,>16,>16,>16/8,>32,>4,16,16/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14353,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14244,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14385,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,8,32,>16,>2/38,>16,,,,,,,,,,,,
573.12955,EKP,1,>64,16,8,<=0.5,8,<=0.5,8/4,<=0.5,<=1,<=1,4/4,2,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14136,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,8,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13492,EKP,4,,>16,>16,>2,>16,1,>16/8,>32,<=1,>16,16/4,8,8,>8,>8,<=8,8,1/19,>16,,,,,,,,,,,,
573.14148,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13908,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,>8,>8,<=8,16,2/38,>16,,,,,,,,,,,,
573.12892,EKP,8,>64,<=4,,>2,>32,8,>16/8,>32,<=1,8,8/4,<=1,1,<=0.25,<=0.125,<=4,16,>2/38,>16,,,,,,,,,,,,
573.14211,EKP,<=2,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,16,4/4,<=2,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.14442,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13843,EKP,<=2,64,<=4,>16,2,>16,>16,>16/8,>32,2,16,8/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12891,EKP,>8,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14059,EKP,<=2,64,8,>16,<=0.5,>16,>16,16/8,>32,<=1,>16,4/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13694,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13016,EKP,>8,>64,16,>16,>2,>32,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14196,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,4/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14421,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13627,EKP,<=2,,<=4,8,<=0.5,>16,16,8/4,4,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13903,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,8,<=2,<=1,<=1,<=8,16,<=0.5/9.5,>16,,,,,,,,,,,,
573.13394,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,4,32,>16,>2/38,>16,,,,,,,,,,,,
573.14506,EKP,4,>64,>16,>16,>2,>16,8,>16/8,>32,>4,>16,32/4,>8,<=2,>8,>8,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13945,EKP,>8,64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13449,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,8,<=1,2,32,>16,>2/38,>16,,,,,,,,,,,,
573.13935,EKP,>8,,,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13419,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,16,>16,1/19,>16,,,,,,,,,,,,
573.13163,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.1374,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,<=1,>16,32/4,>8,<=2,2,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13274,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14515,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13066,EKP,>8,>64,8,>16,>2,>16,>16,16/8,16,>4,>16,8/4,4,<=2,<=1,<=1,32,2,>2/38,>16,,,,,,,,,,,,
573.1419,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,16,16/4,>8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14053,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,2,32,16,>2/38,>16,,,,,,,,,,,,
573.13242,EKP,4,>64,>16,>16,>2,>16,>16,16/8,16,>4,>16,16/4,>8,4,<=1,<=1,<=8,4,<=0.5/9,>16,,,,,,,,,,,,
573.14485,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13827,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14432,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13023,EKP,>8,,8,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,8,4,<=0.25,<=0.125,32,>16,>2/38,>16,,,,,,,,,,,,
573.14143,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13824,EKP,>8,>64,16,>16,>2,>16,>16,16/8,16,>4,>16,8/4,4,4,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.13864,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,2,16,>16,>2/38,>16,,,,,,,,,,,,
573.12923,EKP,1,,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,2,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14446,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.12889,EKP,1,>64,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14458,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,32,>16,>2/38,>16,,,,,,,,,,,,
573.14347,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,2,<=8,,>2/38,>16,,,,,,,,,,,,
573.13885,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9.5,>16,,,,,,,,,,,,
573.12887,EKP,>8,,16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=0.25,<=0.125,32,16,>2/38,>16,,,,,,,,,,,,
573.13523,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,2,>32,>16,>2/38,>16,,,,,,,,,,,,
573.1382,EKP,<=2,>64,16,>16,>2,>16,>16,>16/8,>32,4,>16,>64/4,8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14237,EKP,8,64,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13994,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14084,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13004,EKP,1,32,<=4,<=4,<=0.5,<=1,<=0.5,4/2,<=0.5,<=1,<=1,<=2/4,<=1,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.13667,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13425,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13379,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14411,EKP,<=2,>64,<=4,>16,<=0.5,>16,4,>16/8,>32,<=1,16,4/4,<=2,<=2,<=1,<=1,<=8,>16,1/19,>16,,,,,,,,,,,,
573.13142,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13551,EKP,>8,>64,16,>16,>2,>16,>16,16/8,32,>4,>16,8/4,4,<=2,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.14205,EKP,>8,>64,16,>16,>2,>16,2,>16/8,>32,4,8,16/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14331,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13254,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13957,EKP,<=2,,8,>16,>2,>16,8,>16/8,>32,>4,>16,>64/4,>8,<=2,4,2,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13682,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,32,>4,>16,16/4,4,<=2,<=1,<=1,>32,4,>2/38,>16,,,,,,,,,,,,
573.14408,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13542,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13952,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1352,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14482,EKP,<=2,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,4,<=2,<=1,<=1,<=8,,<=0.5/9,>16,,,,,,,,,,,,
573.13882,EKP,8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12861,EKP,1,64,<=4,8,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,<=2/4,<=1,<=0.5,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.1418,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,,>2/38,>16,,,,,,,,,,,,
573.14321,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14301,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,>8,>8,>8,>8,>32,4,>2/38,>16,,,,,,,,,,,,
573.14147,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14375,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,4,>8,2,2,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14149,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,<=2,64/4,>8,>8,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.13999,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14315,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,4,32,>16,>2/38,>16,,,,,,,,,,,,
573.14443,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,8/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14483,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,32,4,<=0.5/9,>16,,,,,,,,,,,,
573.13813,EKP,8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,8,>8,<=1,<=1,<=8,16,<=0.5/9,>16,,,,,,,,,,,,
573.14512,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,,>2/38,>16,,,,,,,,,,,,
573.13307,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13696,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14409,EKP,>8,>64,<=4,>16,>2,>16,>16,16/8,32,>4,>16,4/4,<=2,>8,<=1,<=1,16,4,1/19,>16,,,,,,,,,,,,
573.14115,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,4,>8,2,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13433,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,8,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13144,EKP,8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13997,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,2,32,>16,>2/38,>16,,,,,,,,,,,,
573.14335,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13114,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13499,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14192,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13998,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,<=1,<=1,>32,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13457,EKP,<=2,64,16,>16,>2,>16,>16,>16/8,>32,2,>16,>64/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14394,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,8,>8,32,>16,2/38,>16,,,,,,,,,,,,
573.1376,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14037,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13547,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,4,<=2,<=1,<=1,<=8,16,<=0.5/9,>16,,,,,,,,,,,,
573.13909,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13679,EKP,<=2,,<=4,>16,>2,>16,16,16/8,>32,2,16,4/4,<=2,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13226,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,,>2/38,>16,,,,,,,,,,,,
573.13875,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,4/4,>8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14066,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,<=1,4,>32,>16,>2/38,>16,,,,,,,,,,,,
573.12884,EKP,>8,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,4,8,<=0.25,0.125,<=4,16,2/38,>16,,,,,,,,,,,,
573.13285,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13828,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13528,EKP,>8,,8,>16,>2,>16,>16,16/8,32,>4,>16,64/4,4,<=2,<=1,<=1,16,4,<=0.5/9,>16,,,,,,,,,,,,
573.12937,EKP,1,64,<=4,,<=0.5,>32,4,>16/8,<=0.5,<=1,<=1,>64/4,>8,1,<=0.25,<=0.125,<=4,1,<=0.5/9.5,>16,,,,,,,,,,,,
573.13411,EKP,<=2,64,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13622,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,2/38,>16,,,,,,,,,,,,
573.13319,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,>16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13773,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13264,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,>8,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13257,EKP,<=2,32,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,>16,1/19,>16,,,,,,,,,,,,
573.14435,EKP,<=2,>64,16,>16,2,>16,16,>16/8,>32,<=1,>16,>64/4,>8,>8,4,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14481,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13847,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13263,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13216,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1379,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.1377,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13611,EKP,8,32,<=4,>16,>2,>16,16,>16/8,>32,<=1,>16,32/4,>8,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13089,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14279,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14377,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14405,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13305,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14198,EKP,8,,<=4,>16,>2,>16,2,>16/8,>32,4,16,4/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13389,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13018,EKP,1,,<=4,,>2,>32,8,16/8,>32,>4,16,8/4,2,<=0.5,0.5,<=0.125,<=4,>16,<=0.5/9.5,>16,,,,,,,,,,,,
573.13495,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,<=1,>2/38,>16,,,,,,,,,,,,
573.13241,EKP,<=2,>64,<=4,>16,2,>16,>16,>16/8,>32,<=1,>16,>64/4,<=2,<=2,<=1,<=1,<=8,16,<=0.5/9,>16,,,,,,,,,,,,
573.14184,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,1/19,>16,,,,,,,,,,,,
573.14469,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13645,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,,>2/38,>16,,,,,,,,,,,,
573.13839,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14507,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13979,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13416,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13111,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.12913,EKP,1,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,>8,1,>8,>8,<=4,>16,2/38,>16,,,,,,,,,,,,
573.13937,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,16,>2/38,>16,,,,,,,,,,,,
573.13035,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13598,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
